id,line_item_quantity,unit_price,pack_price,line_item_value,line_item_insurance,sub_classification,dosage,weight
85074,3444,0.07,2.24,7714.56,15.12,Pediatric,50mg,200
84975,45520,0.14,8.11,369167.2,379.5,Adult,150/300/200mg,See DN-3913 (ID#:84409)
84978,4000,0.04,2.15,8600.0,8.84,Pediatric,30/60mg,474
84979,7977,0.19,11.36,90618.72,93.16,Adult,300mg,See DN-3939 (ID#:82732)
84980,11536,0.16,4.7,54219.2,55.74,Adult,300/300mg,1046
84981,10000,0.01,1.3,13000.0,13.36,Pediatric,10mg/ml,3731
84982,100,0.03,8.38,838.0,0.86,Pediatric,20mg/ml,44
84984,2532,0.11,6.6,16711.2,17.18,Adult,150/300mg,See DN-3952 (ID#:82736)
84988,15000,0.03,1.99,29850.0,30.69,Pediatric,30/60mg,1037
84991,5850,0.04,2.18,12753.0,13.11,Adult,200mg,See DN-3954 (ID#:82743)
84992,714,0.01,2.1,1499.4,1.54,Pediatric,10mg/ml,See DN-3975 (ID#:82748)
84994,100000,0.14,8.11,811000.0,833.71,Adult,150/300/200mg,See DN-3999 (ID#:82752)
84995,12783,0.4,11.89,151989.87,156.25,Adult,600/200/300mg,1371
84996,137,0.08,5.09,697.33,0.72,Pediatric,60/30mg,2014
84997,64445,0.11,3.21,206868.45,212.66,Adult,600mg,5678
84999,126840,0.11,6.73,853633.2,877.53,Adult,150/300mg,11283
85000,380,0.13,3.78,1436.4,1.48,Adult,300mg,See DN-4032 (ID#:82757)
85001,13642,0.16,19.38,264381.96,271.78,Adult,200/50mg,See DN-4032 (ID#:82757)
85002,45000,0.36,10.78,485100.0,498.68,Adult,600/300/300mg,5083
85003,3663,0.16,18.9,69230.7,71.17,Adult,200/50mg,See DN-4041 (ID#:83291)
85004,33147,0.11,6.6,218770.2,224.9,Adult,150/300mg,32
85007,4236,0.12,3.55,15037.8,15.46,Adult,300mg,See DN-4064 (ID#:82765)
85008,132000,0.11,6.6,871200.0,895.59,Adult,150/300mg,10615
85009,4,0.15,4.61,18.44,0.02,Adult,300/300mg,34119
85010,6000,0.03,1.99,11940.0,14.05,Pediatric,30/60mg,404
85011,19389,0.03,2.0,38778.0,39.86,Pediatric,30/60mg,1293
85012,3194,0.13,7.72,24657.68,25.35,Adult,150/300/200mg,23220
85013,11607,0.16,18.9,219372.3,258.2,Adult,200/50mg,2653
85018,9360,0.32,9.6,89856.0,105.76,Adult,600/300/300mg,See DN-4144 (ID#:82781)
85019,1700,0.03,1.95,3315.0,3.9,Pediatric,30/60mg,268
85020,51431,0.11,6.52,335330.12,344.72,Adult,150/300mg,19196
85022,108856,0.1,3.12,339630.72,399.75,Adult,600mg,6431
85025,140,0.03,6.83,956.2,1.13,Pediatric,20mg/ml,139
85026,13549,0.15,4.59,62189.91,63.93,Adult,300/300mg,1354
85027,912,0.06,3.6,3283.2,3.38,Pediatric,30/50/60mg,71
85029,100000,0.32,9.6,960000.0,1129.92,Adult,600/300/300mg,See DN-4255 (ID#:83911)
85030,36971,0.11,6.52,241050.92,247.8,Adult,150/300mg,See DN-4253 (ID#:83334)
85031,25526,0.11,6.52,166429.52,171.09,Adult,150/300mg,See DN-4253 (ID#:83334)
85032,13660,0.06,3.6,49176.0,50.55,Pediatric,30/50/60mg,849
85035,7500,0.12,3.55,26625.0,27.37,Adult,300mg,See DN-4177 (ID#:82804)
85164,17045,0.26,15.89,270845.05,583.94,Adult,300mg,20752
85038,14476,0.07,3.95,57180.2,67.3,Pediatric,60/30mg,839
85039,3101,0.1,9.3,28839.3,33.94,Pediatric,200mg,195
85041,2741,0.03,1.99,5454.59,6.42,Pediatric,30/60mg,See DN-4307 (ID#:83920)
85042,9262,0.03,1.99,18431.38,21.69,Pediatric,30/60mg,See DN-4307 (ID#:83920)
85043,5126,0.03,1.92,9841.92,11.58,Pediatric,30/60mg,See DN-4309 (ID#:82809)
85044,221000,0.04,2.18,481780.0,495.27,Adult,200mg,Weight Captured Separately
85045,89575,0.04,2.18,195273.5,200.74,Adult,200mg,Weight Captured Separately
85047,8452,0.16,18.64,157545.28,185.43,Adult,200/50mg,See DN-4325 (ID#:82815)
85048,6258,0.11,6.52,40802.16,41.94,Adult,150/300mg,Weight Captured Separately
85064,45,0.04,2.44,109.8,0.22,Adult,150mg,See DN-1360 (ID#:83371)
85065,100,0.05,2.9,290.0,0.57,Adult,200mg,See DN-1417 (ID#:82271)
85066,63,0.04,2.44,153.72,0.3,Adult,150mg,See DN-1452 (ID#:82272)
85067,28,0.13,7.53,210.84,0.41,Adult,300mg,See DN-1452 (ID#:82272)
85068,3000,0.05,2.9,8700.0,17.05,Adult,200mg,See DN-1456 (ID#:83952)
85069,398,0.04,2.44,971.12,1.9,Adult,150mg,See DN-1479 (ID#:82842)
85070,41336,0.15,8.76,362103.36,709.72,Adult,150/300mg,See DN-1510 (ID#:84506)
85071,4000,0.36,21.42,85680.0,167.93,Adult,300mg,See DN-1523 (ID#:83961)
85072,4464,0.01,1.92,8570.88,16.8,Pediatric,10mg/ml,1655
85073,4704,0.01,1.92,9031.68,19.47,Pediatric,10mg/ml,See DN-1530 (ID#:83964)
85075,50000,0.04,2.44,122000.0,239.12,Adult,150mg,2390
85076,5000,0.19,5.78,28900.0,56.64,Adult,600mg,907
85077,755,0.36,21.42,16172.1,31.7,Adult,300mg,75
85078,168,0.19,5.78,971.04,1.9,Adult,600mg,15
85079,572,0.07,2.24,1281.28,2.76,Pediatric,50mg,33
85080,2000,0.33,10.0,20000.0,43.12,Adult,300/300mg,168
85081,40080,0.19,11.35,454908.0,891.62,Adult,150/300/200mg,4498
85084,26712,0.19,5.78,154395.36,332.88,Adult,600mg,2342
85085,200,0.05,2.73,546.0,1.18,Adult,200mg,See DN-1636 (ID#:83975)
85086,21658,0.19,11.22,243002.76,476.29,Adult,150/300/200mg,See DN-1638 (ID#:84526)
85087,19942,0.19,11.22,223749.24,438.55,Adult,150/300/200mg,See DN-1638 (ID#:84526)
85088,9876,0.05,2.73,26961.48,58.13,Adult,200mg,941
85089,6464,0.88,26.25,169680.0,365.83,Adult,300/200mg,571
85090,1900,0.17,5.13,9747.0,21.01,Adult,600mg,See DN-1659 (ID#:82859)
85091,35802,0.1,6.11,218750.22,471.63,Adult,150/200/30mg,See DN-1660 (ID#:82296)
85092,2610,0.02,1.41,3680.1,7.93,Adult,30mg,See DN-1667 (ID#:82861)
85093,106,0.02,1.43,151.58,0.33,Adult,20mg,See DN-1667 (ID#:82861)
85094,26697,0.17,5.13,136955.61,268.43,Adult,600mg,See DN-1677 (ID#:82297)
85095,10000,0.19,11.22,112200.0,241.9,Adult,150/300/200mg,1169
85096,350,0.39,11.75,4112.5,8.87,Adult,200/300mg,29
85097,30315,0.19,11.22,340134.3,666.66,Adult,150/300/200mg,3563
85098,6000,0.05,2.73,16380.0,35.32,Adult,200mg,577
85099,35000,0.39,11.75,411250.0,886.66,Adult,200/300mg,2825
85100,3200,0.15,8.76,28032.0,60.44,Adult,150/300mg,255
85101,3680,0.33,10.0,36800.0,79.34,Adult,300/300mg,328
85102,70,0.06,3.4,238.0,0.51,Adult,150/30mg,See DN-1761 (ID#:82312)
85103,1600,0.15,8.76,14016.0,30.22,Adult,150/300mg,13
85104,3500,0.16,4.75,16625.0,35.84,Adult,600mg,309
85105,188,0.16,4.75,893.0,1.93,Adult,600mg,17
85106,250,0.31,27.5,6875.0,14.82,Adult,150/300mg+600mg,42
85107,45000,0.19,11.22,504900.0,1088.56,Adult,150/300/200mg,See DN-1794 (ID#:83421)
85108,9852,0.33,10.0,98520.0,212.41,Adult,300/300mg,1078
85109,330,0.13,7.72,2547.6,5.49,Pediatric,100mg,71
85110,17000,0.19,11.22,190740.0,411.24,Adult,150/300/200mg,2156
85111,5000,0.15,8.76,43800.0,94.43,Adult,150/300mg,338
85112,2159,0.13,7.72,16667.48,35.94,Pediatric,100mg,454
85113,9316,0.04,2.44,22731.04,49.01,Adult,150mg,See DN-1799 (ID#:84560)
85114,8150,0.32,19.0,154850.0,333.86,Adult,300mg,See DN-1799 (ID#:84560)
85115,6636,0.05,4.84,32118.24,69.25,Pediatric,100mg,See DN-1799 (ID#:84560)
85116,6000,0.04,2.44,14640.0,31.56,Adult,150mg,See DN-1799 (ID#:84560)
85117,1815,0.04,2.66,4827.9,10.41,Adult,200mg,See DN-1838 (ID#:82887)
85118,8520,0.04,2.33,19851.6,42.8,Adult,150mg,See DN-1842 (ID#:84007)
85119,1176,0.11,10.07,11842.32,25.53,Pediatric,200mg,See DN-1847 (ID#:82889)
85120,504,0.02,1.43,720.72,1.55,Adult,20mg,See DN-1847 (ID#:82889)
85121,1500,0.39,11.75,17625.0,38.0,Adult,200/300mg,109
85123,2500,0.05,2.73,6825.0,14.71,Adult,200mg,132
85124,35199,0.05,2.73,96093.27,207.18,Adult,200mg,2411
85125,20000,0.05,2.73,54600.0,117.72,Adult,200mg,1370
85126,5000,0.15,4.6,23000.0,49.59,Adult,600mg,428
85127,34379,0.19,11.22,385732.38,831.64,Adult,150/300/200mg,4013
85128,45000,0.33,10.0,450000.0,970.2,Adult,300/300mg,4050
85129,20000,0.33,10.0,200000.0,431.2,Adult,300/300mg,1801
85130,2500,0.39,11.75,29375.0,63.33,Adult,200/300mg,See DN-1943 (ID#:83443)
85131,15000,0.15,8.76,131400.0,283.3,Adult,150/300mg,1040
85132,2100,0.1,5.73,12033.0,25.94,Adult,150/200/30mg,See DN-1948 (ID#:82906)
85133,3000,0.15,4.45,13350.0,28.78,Adult,600mg,See DN-1949 (ID#:83444)
85134,3000,0.05,2.73,8190.0,17.66,Adult,200mg,See DN-1949 (ID#:83444)
85135,5000,0.19,11.22,56100.0,120.95,Adult,150/300/200mg,659
85136,3000,0.39,11.75,35250.0,76.0,Adult,200/300mg,270
85137,11994,0.05,3.28,39340.32,84.82,Adult,150/30mg,See DN-1984 (ID#:83453)
85138,441,0.05,3.28,1446.48,3.12,Adult,150/30mg,See DN-1984 (ID#:83453)
85139,4000,0.39,11.75,47000.0,101.33,Adult,200/300mg,365
85140,28600,0.05,2.73,78078.0,168.34,Adult,200mg,3344
85141,3322,0.05,2.73,9069.06,19.55,Adult,200mg,377
85142,4399,0.14,8.55,37611.45,81.09,Adult,150/300mg,See DN-1997 (ID#:82914)
85143,667,0.15,4.45,2968.15,6.4,Adult,600mg,See DN-1998 (ID#:84589)
85144,61920,0.15,8.76,542419.2,1169.46,Adult,150/300mg,5334
85145,40213,0.14,8.55,343821.15,741.28,Adult,150/300mg,3457
85146,56054,0.1,5.85,327915.9,706.99,Adult,150/200/30mg,15140
85147,6580,0.04,2.33,15331.4,33.05,Adult,150mg,579
85148,4360,0.32,38.75,168950.0,364.26,Adult,200/50mg,See DN-2011 (ID#:82350)
85150,52752,0.14,8.55,451029.6,972.42,Adult,150/300mg,See DN-2015 (ID#:82917)
85151,59746,0.1,5.73,342344.58,738.09,Adult,150/200/30mg,See DN-2018 (ID#:82352)
85152,50000,0.1,5.73,286500.0,617.69,Adult,150/200/30mg,See DN-2019 (ID#:82919)
85153,600,0.01,1.35,810.0,1.75,Pediatric,1mg/ml,69
85154,21506,0.14,8.55,183876.3,396.44,Adult,150/300mg,See DN-2026 (ID#:84047)
85155,8375,0.39,11.75,98406.25,212.16,Adult,200/300mg,See DN-2026 (ID#:84047)
85156,150000,0.04,2.66,399000.0,860.24,Adult,200mg,8754
85157,2150,0.11,9.71,20876.5,45.01,Pediatric,200mg,See DN-2025 (ID#:83460)
85158,21400,0.32,9.63,206082.0,444.31,Adult,300/300mg,See DN-2025 (ID#:83460)
85160,7483,0.01,2.02,15115.66,32.59,Pediatric,10mg/ml,See DN-2035 (ID#:82356)
85161,8556,0.05,3.28,28063.68,60.51,Adult,150/30mg,643
85162,50928,0.14,8.55,435434.4,938.8,Adult,150/300mg,See DN-2033 (ID#:82922)
85165,551,0.01,2.02,1113.02,2.4,Pediatric,10mg/ml,See DN-2064 (ID#:83469)
85167,4810,0.01,1.85,8898.5,19.19,Pediatric,10mg/ml,See DN-2073 (ID#:82362)
85168,800,0.27,16.44,13152.0,28.36,Adult,300mg,364
85169,9255,0.19,11.22,103841.1,223.88,Adult,150/300/200mg,1243
85171,1467,0.07,2.24,3286.08,5.42,Pediatric,50mg,See DN-2089 (ID#:83478)
85173,200,0.02,1.4,280.0,0.6,Adult,30mg,See DN-2090 (ID#:82366)
85174,2005,0.26,15.5,31077.5,51.28,Adult,300mg,2634
85175,34553,0.14,4.32,149268.96,246.29,Adult,600mg,See DN-2100 (ID#:85174)
85176,2292,0.13,7.72,17694.24,38.15,Pediatric,100mg,617
85177,492,0.11,9.71,4777.32,10.3,Pediatric,200mg,See DN-2106 (ID#:82933)
85178,2436,0.26,15.5,37758.0,81.41,Adult,300mg,See DN-2108 (ID#:82368)
85179,6361,0.14,8.26,52541.86,113.28,Adult,150/300mg,See DN-2121 (ID#:82370)
85180,448,0.06,13.7,6137.6,10.13,Pediatric,20mg/ml,1135
85181,11979,0.04,2.51,30067.29,64.83,Adult,200mg,See DN-2144 (ID#:83493)
85183,19836,0.66,19.92,395133.12,851.91,Adult,600/200/300mg,2164
85184,45000,0.14,4.32,194400.0,320.76,Adult,600mg,5075
85185,9073,0.04,2.51,22773.23,49.1,Adult,200mg,521
85186,2950,0.14,4.22,12449.0,20.54,Adult,600mg,See DN-2201 (ID#:84644)
85187,811,0.11,9.71,7874.81,16.98,Pediatric,200mg,103
85188,28200,0.66,19.92,561744.0,926.88,Adult,600/200/300mg,3076
85189,3000,0.22,6.57,19710.0,32.52,Adult,300mg,263
85190,49142,0.14,4.22,207379.24,342.18,Adult,600mg,See DN-2234 (ID#:82386)
85191,10158,0.14,4.22,42866.76,70.73,Adult,600mg,Weight Captured Separately
85192,300,0.01,2.1,630.0,1.04,Pediatric,10mg/ml,Weight Captured Separately
85193,10914,0.21,6.42,70067.88,115.61,Adult,300mg,611
85194,420,0.02,1.4,588.0,0.97,Adult,30mg,36
85195,5287,0.06,3.3,17447.1,37.62,Pediatric,60/12mg,357
85196,3100,0.01,1.95,6045.0,13.03,Pediatric,10mg/ml,1156
85198,23147,0.19,11.22,259709.34,428.52,Adult,150/300/200mg,See DN-2304 (ID#:82395)
85200,9226,0.09,5.38,49635.88,81.9,Adult,150/200/30mg,See DN-2343 (ID#:82977)
85201,659,0.01,1.95,1285.05,2.12,Pediatric,10mg/ml,See DN-2361 (ID#:84673)
85202,3428,0.66,19.92,68285.76,112.67,Adult,600/200/300mg,396
85203,24940,0.07,4.25,105995.0,228.53,Pediatric,30/50/60mg,1456
85204,808,0.05,12.5,10100.0,16.66,Pediatric,20mg/ml,298
85205,8277,0.04,2.58,21354.66,35.24,Adult,200mg,See DN-2388 (ID#:83539)
85206,8640,0.25,15.04,129945.6,214.41,Adult,300mg,777
85207,1458,0.04,2.33,3397.14,5.61,Adult,150mg,79
85208,9940,0.07,4.25,42245.0,69.7,Pediatric,30/50/60mg,562
85209,320,0.05,12.5,4000.0,6.6,Pediatric,20mg/ml,122
85210,263,0.67,20.0,5260.0,8.68,Adult,400mg,21
85211,5111,0.12,7.02,35879.22,59.2,Adult,300mg,See DN-2434 (ID#:84684)
85212,4000,0.01,1.95,7800.0,10.94,Pediatric,10mg/ml,1496
85213,90,0.12,7.02,631.8,1.04,Adult,300mg,See DN-2439 (ID#:82991)
85214,4669,0.05,2.95,13773.55,22.73,Adult,150/30mg,See DN-2441 (ID#:82993)
85216,11520,0.3,8.97,103334.4,170.5,Adult,200/300mg,See DN-2459 (ID#:82424)
85217,13590,0.12,7.02,95401.8,157.41,Adult,300mg,See DN-2459 (ID#:82424)
85219,284,0.01,1.85,525.4,0.87,Pediatric,10mg/ml,103
85220,4000,0.01,2.1,8400.0,13.86,Pediatric,10mg/ml,1587
85221,254,0.18,11.0,2794.0,3.92,Adult,150/300/200mg,See DN-2495 (ID#:83555)
85222,17,0.24,14.63,248.71,0.35,Adult,300mg,See DN-2496 (ID#:82434)
85223,9,0.28,33.74,303.66,0.43,Adult,200/50mg,See DN-2497 (ID#:82435)
85224,400,0.04,2.58,1032.0,1.45,Adult,200mg,See DN-2499 (ID#:83004)
85226,463,0.01,1.95,902.85,1.27,Pediatric,10mg/ml,See DN-2505 (ID#:83561)
85227,620,0.01,1.95,1209.0,1.7,Pediatric,10mg/ml,See DN-2506 (ID#:82439)
85228,151,0.01,1.95,294.45,0.41,Pediatric,10mg/ml,See DN-2509 (ID#:82441)
85229,19,0.2,6.08,115.52,0.16,Adult,300/300mg,See DN-2509 (ID#:82441)
85230,105,0.12,7.02,737.1,1.03,Adult,300mg,See DN-2510 (ID#:82442)
85232,41998,0.01,1.95,81896.1,135.13,Pediatric,10mg/ml,12489
85233,13212,0.09,5.38,71080.56,117.28,Adult,150/200/30mg,See DN-2519 (ID#:84141)
85234,73,0.04,2.33,170.09,0.24,Adult,150mg,5
85235,2250,0.24,14.63,32917.5,46.15,Adult,300mg,See DN-2535 (ID#:83011)
85236,6510,0.1,8.87,57743.7,95.28,Pediatric,200mg,830
85237,47614,0.14,4.12,196169.68,275.03,Adult,600mg,3453
85238,39402,0.12,7.02,276602.04,456.39,Adult,300mg,See DN-2558 (ID#:82453)
85239,1530,0.1,8.87,13571.1,19.03,Pediatric,200mg,233
85240,3000,0.18,5.5,16500.0,23.13,Adult,300mg,188
85241,19501,0.04,2.33,45437.33,63.7,Adult,150mg,2046
85242,11262,0.07,4.25,47863.5,78.97,Pediatric,30/50/60mg,641
85243,54850,0.3,8.97,492004.5,811.81,Adult,200/300mg,2236
85244,240,0.28,33.74,8097.6,11.35,Adult,200/50mg,See DN-2594 (ID#:83021)
85245,2900,0.13,8.0,23200.0,32.53,Adult,150/300mg,See DN-2597 (ID#:82462)
85246,10440,0.24,14.63,152737.2,252.02,Adult,300mg,See DN-2601 (ID#:84156)
85280,26574,0.13,7.78,206745.72,289.86,Adult,150/300mg,2369
85247,78082,0.2,6.08,474738.56,783.32,Adult,300/300mg,See DN-2605 (ID#:82467)
85248,7150,0.05,2.95,21092.5,34.8,Adult,150/30mg,See DN-2605 (ID#:82467)
85249,12762,0.18,11.0,140382.0,231.63,Adult,150/300/200mg,See DN-2607 (ID#:83580)
85250,15000,0.24,14.63,219450.0,307.67,Adult,300mg,1677
85251,4666,0.09,5.38,25103.08,41.42,Adult,150/200/30mg,346
85252,71030,0.09,5.38,382141.4,630.53,Adult,150/200/30mg,See DN-2621 (ID#:83583)
85255,109226,0.14,4.12,450011.12,630.92,Adult,600mg,6636
85257,1005,0.04,2.33,2341.65,3.28,Adult,150mg,544
85258,330,0.75,22.5,7425.0,10.41,Adult,600/300mg,See DN-2639 (ID#:83588)
85259,368,0.18,5.5,2024.0,2.84,Adult,300mg,See DN-2641 (ID#:83029)
85260,39680,0.18,5.54,219827.2,308.2,Adult,300/300mg,3329
85261,17422,0.14,4.12,71778.64,118.43,Adult,600mg,See DN-2655 (ID#:82474)
85262,1620,0.75,22.5,36450.0,51.1,Adult,600/300mg,See DN-2652 (ID#:82477)
85263,50928,0.18,5.54,282141.12,395.56,Adult,300/300mg,5456
85264,7452,0.22,13.15,97993.8,137.39,Adult,300mg,737
85265,7150,0.05,2.95,21092.5,34.8,Adult,150/30mg,See DN-2693 (ID#:82481)
85266,11574,0.17,10.29,119096.46,196.51,Adult,150/300/200mg,See DN-2693 (ID#:82481)
85267,1200,0.04,2.44,2928.0,4.11,Adult,200mg,See DN-2697 (ID#:83045)
85268,1440,0.13,7.78,11203.2,15.71,Adult,150/300mg,See DN-2697 (ID#:83045)
85269,3136,0.5,30.0,94080.0,131.9,Adult,300/150/300mg,478
85270,230,0.01,1.85,425.5,0.6,Pediatric,10mg/ml,83
85271,181926,0.04,2.44,443899.44,622.35,Adult,200mg,11438
85272,20000,0.04,2.33,46600.0,65.33,Adult,150mg,2238
85273,27911,0.18,5.54,154626.94,216.79,Adult,300/300mg,11969
85274,2816,0.18,5.5,15488.0,21.71,Adult,300mg,231
85275,1840,0.5,30.0,55200.0,77.39,Adult,300/150/300mg,See DN-2716 (ID#:83597)
85276,36000,0.04,2.44,87840.0,123.15,Adult,200mg,See DN-2724 (ID#:82486)
85277,732,0.04,2.33,1705.56,2.39,Adult,150mg,57
85278,17422,0.13,3.81,66377.82,109.52,Adult,600mg,See DN-2742 (ID#:84181)
85279,834,0.04,2.22,1851.48,2.6,Adult,150mg,See DN-2744 (ID#:82490)
85281,27452,0.22,12.96,355777.92,498.8,Adult,300mg,See DN-2763 (ID#:82493)
85282,608,0.05,12.5,7600.0,10.66,Pediatric,20mg/ml,223
85283,38347,0.05,2.76,105837.72,148.38,Pediatric,30/60mg,1502
85284,25712,0.13,7.72,198496.64,278.29,Adult,150/300mg,See DN-2764 (ID#:82494)
85287,2528,0.37,11.0,27808.0,38.99,Pediatric,200mg,740
85288,7541,0.25,29.68,223816.88,313.79,Adult,200/50mg,2003
85289,12156,0.04,2.51,30511.56,42.78,Adult,200mg,See DN-2773 (ID#:83608)
85291,10963,0.04,2.42,26530.46,43.78,Adult,200mg,See DN-2803 (ID#:83613)
85292,17422,0.13,3.81,66377.82,109.52,Adult,600mg,See DN-2804 (ID#:82499)
85293,25,0.02,1.32,33.0,0.05,Adult,15mg,5
85294,366,0.01,2.1,768.6,1.08,Pediatric,10mg/ml,See DN-2811 (ID#:83067)
85295,1652,0.11,6.76,11167.52,15.66,Adult,300mg,See DN-2811 (ID#:83067)
85296,288,0.01,1.95,561.6,0.79,Pediatric,10mg/ml,See DN-2811 (ID#:83067)
85297,298,0.22,12.96,3862.08,5.41,Adult,300mg,See DN-2812 (ID#:83068)
85298,525,0.13,3.81,2000.25,2.8,Adult,600mg,See DN-2812 (ID#:83068)
85299,80,0.05,12.5,1000.0,1.4,Pediatric,20mg/ml,29
85300,17124,0.13,3.91,66954.84,93.87,Adult,600mg,See DN-2833 (ID#:82506)
85301,3400,0.09,8.26,28084.0,39.37,Pediatric,200mg,See DN-2837 (ID#:82507)
85302,22783,0.04,2.42,55134.86,77.3,Adult,200mg,1285
85303,26432,0.04,2.42,63965.44,89.68,Adult,200mg,1499
85304,50400,0.13,3.91,197064.0,276.28,Adult,600mg,3090
85305,300,0.04,2.42,726.0,1.02,Adult,200mg,See DN-2857 (ID#:83623)
85306,11492,0.18,5.54,63665.68,89.26,Adult,300/300mg,See DN-2859 (ID#:82512)
85307,17520,0.16,9.81,171871.2,240.96,Adult,150/300/200mg,9370
85308,8586,0.04,2.22,19060.92,26.72,Adult,150mg,See DN-2862 (ID#:83083)
85309,69737,0.04,2.42,168763.54,236.61,Adult,200mg,4028
85310,56228,0.12,3.64,204669.92,286.95,Adult,600mg,6242
85311,23705,0.12,3.64,86286.2,120.97,Adult,600mg,See DN-2880 (ID#:85310)
85312,50000,0.04,2.44,122000.0,171.04,Adult,200mg,7567
85313,11597,0.13,7.72,89528.84,125.52,Adult,150/300mg,See DN-2900 (ID#:84199)
85315,15120,0.05,2.76,41731.2,58.51,Pediatric,30/60mg,959
85316,876,0.04,2.16,1892.16,2.65,Adult,150mg,44
85317,6654,0.08,7.3,48574.2,68.1,Pediatric,200mg,465
85318,16971,0.13,7.72,131016.12,183.68,Adult,150/300mg,1464
85319,2131,0.04,2.16,4602.96,6.45,Adult,150mg,117
85320,574,0.22,26.7,15325.8,21.49,Adult,200/50mg,4758
85321,84875,0.16,9.62,816497.5,1144.73,Adult,150/300/200mg,18031
85323,155,0.22,12.96,2008.8,2.48,Adult,300mg,See DN-2981 (ID#:82538)
85324,7003,0.01,1.95,13655.85,16.89,Pediatric,10mg/ml,See DN-2981 (ID#:82538)
85325,170,0.04,2.31,392.7,0.49,Adult,200mg,See DN-2981 (ID#:82538)
85326,131487,0.04,2.42,318198.54,446.11,Adult,200mg,See DN-2989 (ID#:84216)
85328,22790,0.12,7.27,165683.3,232.29,Adult,150/300mg,22259
85330,1458,0.03,1.99,2901.42,3.59,Adult,150mg,See DN-3012 (ID#:83107)
85331,1296,0.12,7.27,9421.92,11.65,Adult,150/300mg,See DN-3017 (ID#:83108)
85332,14704,0.4,12.11,178065.44,220.27,Adult,600/300/300mg,See DN-3034 (ID#:84791)
85333,810,0.47,13.96,11307.6,15.85,Adult,600/300mg,52
85334,3024,0.04,2.26,6834.24,8.45,Pediatric,30/60mg,See DN-3043 (ID#:84792)
85335,2000,0.08,7.3,14600.0,18.06,Pediatric,200mg,See DN-3015 (ID#:82554)
85336,330,0.01,1.25,412.5,0.51,Pediatric,1mg/ml,See DN-3015 (ID#:82554)
85337,53220,0.12,7.27,386909.4,478.61,Adult,150/300mg,See DN-3015 (ID#:82554)
85338,7875,0.04,2.26,17797.5,22.02,Adult,200mg,See DN-3042 (ID#:83663)
85340,30000,0.04,2.26,67800.0,95.06,Adult,200mg,See DN-3048 (ID#:84235)
85341,529,0.03,1.99,1052.71,1.3,Adult,150mg,See DN-3059 (ID#:82560)
85342,487,0.12,7.27,3540.49,4.38,Adult,150/300mg,See DN-3060 (ID#:83121)
85343,2125,0.04,2.26,4802.5,5.94,Pediatric,30/60mg,See DN-3065 (ID#:83123)
85345,3485,0.04,2.26,7876.1,9.74,Adult,200mg,214
85346,73271,0.14,8.58,628665.18,881.39,Adult,150/300/200mg,See DN-3092 (ID#:83128)
85347,50000,0.14,8.58,429000.0,601.46,Adult,150/300/200mg,See DN-3075 (ID#:83129)
85348,397,0.01,2.1,833.7,1.03,Pediatric,10mg/ml,See DN-3099 (ID#:82566)
85349,31512,0.2,6.07,191277.84,236.61,Adult,200/300mg,2635
85350,36229,0.01,1.95,70646.55,87.39,Pediatric,10mg/ml,13310
85351,1980,0.13,4.04,7999.2,11.21,Adult,300mg,126
85352,8250,0.16,4.7,38775.0,47.96,Adult,300/300mg,See DN-3117 (ID#:83132)
85353,450,0.04,2.26,1017.0,1.26,Adult,200mg,See DN-3118 (ID#:82569)
85354,24912,0.11,3.33,82956.96,102.62,Adult,600mg,See DN-3122 (ID#:82570)
85355,68736,0.14,8.58,589754.88,729.53,Adult,150/300/200mg,See DN-3122 (ID#:82570)
85356,1278,0.35,10.52,13444.56,16.63,Adult,600/300/300mg,See DN-3125 (ID#:82571)
85357,26940,0.16,4.7,126618.0,156.63,Adult,300/300mg,2517
85358,13150,0.01,2.1,27615.0,34.16,Pediatric,10mg/ml,See DN-3133 (ID#:84254)
85359,5861,0.07,4.15,24323.15,30.09,Pediatric,30/50/60mg,345
85360,59615,0.43,12.96,772610.4,1083.2,Adult,600/200/300mg,7722
85361,9627,0.04,2.26,21757.02,26.91,Pediatric,30/60mg,486
85362,3000,0.01,2.1,6300.0,7.79,Pediatric,10mg/ml,1151
85363,31132,0.14,8.58,267112.56,330.42,Adult,150/300/200mg,5041
85365,10000,0.22,12.96,129600.0,160.32,Adult,300mg,1033
85367,92492,0.12,7.0,647444.0,907.72,Adult,150/300mg,See DN-3186 (ID#:83688)
85368,50000,0.14,8.58,429000.0,530.67,Adult,150/300/200mg,Weight Captured Separately
85369,1428,0.11,3.33,4755.24,5.88,Adult,600mg,See DN-3199 (ID#:84270)
85370,60000,0.11,3.33,199800.0,247.15,Adult,600mg,See DN-3199 (ID#:84270)
85371,53787,0.43,12.96,697079.52,862.29,Adult,600/200/300mg,6342
85373,107832,0.12,7.0,754824.0,1058.26,Adult,150/300mg,8744
85376,10227,0.04,2.26,23113.02,28.59,Adult,200mg,See DN-3231 (ID#:84831)
85377,98203,0.04,2.26,221938.78,274.54,Adult,200mg,See DN-3231 (ID#:84831)
85378,49000,0.07,4.15,203350.0,251.54,Pediatric,30/50/60mg,3573
85381,578,0.07,4.0,2312.0,2.86,Pediatric,60/30mg,24
85382,5410,0.22,12.96,70113.6,86.73,Adult,300mg,See DN-3258 (ID#:83706)
